ID,sentimiento
61997,positivo
61998,negativo
61999,positivo
62000,negativo
62001,negativo
62002,negativo
62003,negativo
62004,negativo
62005,negativo
62006,positivo
62007,negativo
62008,negativo
62009,positivo
62010,negativo
62011,positivo
62012,negativo
62013,positivo
62014,positivo
62015,negativo
62016,negativo
62017,positivo
62018,positivo
62019,negativo
62020,positivo
62021,negativo
62022,negativo
62023,positivo
62024,negativo
62025,positivo
62026,positivo
62027,negativo
62028,positivo
62029,negativo
62030,positivo
62031,positivo
62032,positivo
62033,positivo
62034,positivo
62035,negativo
62036,positivo
62037,positivo
62038,positivo
62039,negativo
62040,positivo
62041,positivo
62042,negativo
62043,negativo
62044,negativo
62045,negativo
62046,negativo
62047,positivo
62048,negativo
62049,positivo
62050,positivo
62051,negativo
62052,positivo
62053,negativo
62054,positivo
62055,positivo
62056,negativo
62057,negativo
62058,negativo
62059,negativo
62060,positivo
62061,positivo
62062,negativo
62063,negativo
62064,negativo
62065,negativo
62066,positivo
62067,negativo
62068,positivo
62069,negativo
62070,positivo
62071,negativo
62072,negativo
62073,positivo
62074,negativo
62075,positivo
62076,positivo
62077,negativo
62078,negativo
62079,negativo
62080,positivo
62081,negativo
62082,positivo
62083,positivo
62084,negativo
62085,negativo
62086,positivo
62087,negativo
62088,positivo
62089,positivo
62090,positivo
62091,positivo
62092,negativo
62093,positivo
62094,negativo
62095,negativo
62096,negativo
62097,positivo
62098,positivo
62099,positivo
62100,positivo
62101,negativo
62102,negativo
62103,positivo
62104,positivo
62105,negativo
62106,negativo
62107,positivo
62108,negativo
62109,positivo
62110,positivo
62111,negativo
62112,positivo
62113,negativo
62114,positivo
62115,positivo
62116,positivo
62117,positivo
62118,positivo
62119,negativo
62120,positivo
62121,positivo
62122,positivo
62123,negativo
62124,positivo
62125,positivo
62126,negativo
62127,positivo
62128,positivo
62129,positivo
62130,negativo
62131,positivo
62132,positivo
62133,negativo
62134,positivo
62135,positivo
62136,negativo
62137,positivo
62138,negativo
62139,positivo
62140,negativo
62141,positivo
62142,positivo
62143,negativo
62144,positivo
62145,positivo
62146,positivo
62147,positivo
62148,negativo
62149,negativo
62150,negativo
62151,positivo
62152,negativo
62153,negativo
62154,negativo
62155,positivo
62156,negativo
62157,negativo
62158,negativo
62159,positivo
62160,negativo
62161,positivo
62162,positivo
62163,negativo
62164,positivo
62165,positivo
62166,negativo
62167,positivo
62168,positivo
62169,positivo
62170,negativo
62171,positivo
62172,positivo
62173,negativo
62174,positivo
62175,positivo
62176,positivo
62177,positivo
62178,positivo
62179,negativo
62180,negativo
62181,positivo
62182,positivo
62183,negativo
62184,positivo
62185,positivo
62186,positivo
62187,negativo
62188,negativo
62189,negativo
62190,negativo
62191,positivo
62192,negativo
62193,negativo
62194,negativo
62195,positivo
62196,positivo
62197,positivo
62198,positivo
62199,negativo
62200,positivo
62201,negativo
62202,positivo
62203,positivo
62204,negativo
62205,positivo
62206,negativo
62207,positivo
62208,negativo
62209,positivo
62210,negativo
62211,positivo
62212,negativo
62213,positivo
62214,negativo
62215,positivo
62216,positivo
62217,positivo
62218,negativo
62219,negativo
62220,positivo
62221,positivo
62222,positivo
62223,positivo
62224,positivo
62225,negativo
62226,negativo
62227,negativo
62228,positivo
62229,positivo
62230,positivo
62231,positivo
62232,negativo
62233,positivo
62234,negativo
62235,negativo
62236,negativo
62237,negativo
62238,positivo
62239,positivo
62240,positivo
62241,negativo
62242,positivo
62243,positivo
62244,negativo
62245,positivo
62246,positivo
62247,positivo
62248,positivo
62249,negativo
62250,positivo
62251,negativo
62252,negativo
62253,positivo
62254,positivo
62255,negativo
62256,negativo
62257,negativo
62258,negativo
62259,negativo
62260,positivo
62261,positivo
62262,positivo
62263,negativo
62264,negativo
62265,negativo
62266,positivo
62267,negativo
62268,negativo
62269,positivo
62270,positivo
62271,positivo
62272,positivo
62273,positivo
62274,negativo
62275,negativo
62276,negativo
62277,positivo
62278,negativo
62279,negativo
62280,negativo
62281,positivo
62282,positivo
62283,negativo
62284,negativo
62285,negativo
62286,negativo
62287,negativo
62288,negativo
62289,positivo
62290,positivo
62291,positivo
62292,negativo
62293,positivo
62294,positivo
62295,negativo
62296,negativo
62297,positivo
62298,negativo
62299,negativo
62300,positivo
62301,negativo
62302,negativo
62303,positivo
62304,positivo
62305,positivo
62306,positivo
62307,positivo
62308,positivo
62309,negativo
62310,negativo
62311,positivo
62312,negativo
62313,negativo
62314,positivo
62315,negativo
62316,negativo
62317,positivo
62318,positivo
62319,negativo
62320,positivo
62321,positivo
62322,negativo
62323,negativo
62324,negativo
62325,positivo
62326,negativo
62327,negativo
62328,positivo
62329,positivo
62330,negativo
62331,negativo
62332,negativo
62333,negativo
62334,negativo
62335,positivo
62336,positivo
62337,positivo
62338,negativo
62339,positivo
62340,negativo
62341,negativo
62342,positivo
62343,negativo
62344,positivo
62345,positivo
62346,positivo
62347,positivo
62348,negativo
62349,negativo
62350,positivo
62351,positivo
62352,positivo
62353,negativo
62354,negativo
62355,positivo
62356,positivo
62357,positivo
62358,negativo
62359,positivo
62360,negativo
62361,positivo
62362,negativo
62363,positivo
62364,negativo
62365,negativo
62366,negativo
62367,negativo
62368,negativo
62369,negativo
62370,positivo
62371,positivo
62372,negativo
62373,positivo
62374,negativo
62375,negativo
62376,positivo
62377,negativo
62378,positivo
62379,negativo
62380,negativo
62381,negativo
62382,negativo
62383,negativo
62384,positivo
62385,negativo
62386,positivo
62387,negativo
62388,positivo
62389,positivo
62390,negativo
62391,negativo
62392,positivo
62393,positivo
62394,positivo
62395,positivo
62396,negativo
62397,negativo
62398,negativo
62399,negativo
62400,negativo
62401,negativo
62402,positivo
62403,positivo
62404,positivo
62405,negativo
62406,negativo
62407,negativo
62408,negativo
62409,negativo
62410,negativo
62411,positivo
62412,negativo
62413,positivo
62414,negativo
62415,positivo
62416,negativo
62417,positivo
62418,positivo
62419,negativo
62420,positivo
62421,positivo
62422,negativo
62423,positivo
62424,negativo
62425,positivo
62426,negativo
62427,negativo
62428,negativo
62429,negativo
62430,positivo
62431,positivo
62432,negativo
62433,negativo
62434,positivo
62435,negativo
62436,negativo
62437,positivo
62438,positivo
62439,negativo
62440,positivo
62441,positivo
62442,positivo
62443,positivo
62444,positivo
62445,negativo
62446,negativo
62447,positivo
62448,positivo
62449,negativo
62450,negativo
62451,positivo
62452,negativo
62453,negativo
62454,positivo
62455,positivo
62456,negativo
62457,negativo
62458,positivo
62459,positivo
62460,negativo
62461,positivo
62462,negativo
62463,positivo
62464,negativo
62465,positivo
62466,negativo
62467,negativo
62468,negativo
62469,negativo
62470,negativo
62471,negativo
62472,positivo
62473,positivo
62474,positivo
62475,negativo
62476,negativo
62477,negativo
62478,positivo
62479,positivo
62480,positivo
62481,negativo
62482,positivo
62483,positivo
62484,positivo
62485,negativo
62486,positivo
62487,negativo
62488,positivo
62489,negativo
62490,positivo
62491,positivo
62492,negativo
62493,negativo
62494,negativo
62495,positivo
62496,negativo
62497,positivo
62498,positivo
62499,negativo
62500,positivo
62501,positivo
62502,negativo
62503,positivo
62504,positivo
62505,positivo
62506,negativo
62507,negativo
62508,negativo
62509,positivo
62510,positivo
62511,positivo
62512,positivo
62513,negativo
62514,negativo
62515,positivo
62516,positivo
62517,negativo
62518,negativo
62519,negativo
62520,negativo
62521,positivo
62522,negativo
62523,positivo
62524,negativo
62525,positivo
62526,negativo
62527,negativo
62528,positivo
62529,negativo
62530,positivo
62531,negativo
62532,positivo
62533,negativo
62534,negativo
62535,positivo
62536,positivo
62537,negativo
62538,positivo
62539,negativo
62540,positivo
62541,negativo
62542,positivo
62543,negativo
62544,positivo
62545,positivo
62546,negativo
62547,negativo
62548,positivo
62549,negativo
62550,negativo
62551,positivo
62552,positivo
62553,negativo
62554,negativo
62555,negativo
62556,positivo
62557,negativo
62558,negativo
62559,negativo
62560,negativo
62561,negativo
62562,positivo
62563,positivo
62564,positivo
62565,positivo
62566,positivo
62567,negativo
62568,positivo
62569,positivo
62570,negativo
62571,negativo
62572,positivo
62573,negativo
62574,negativo
62575,positivo
62576,negativo
62577,positivo
62578,negativo
62579,positivo
62580,positivo
62581,positivo
62582,negativo
62583,negativo
62584,negativo
62585,positivo
62586,negativo
62587,negativo
62588,positivo
62589,positivo
62590,positivo
62591,negativo
62592,positivo
62593,positivo
62594,negativo
62595,positivo
62596,positivo
62597,negativo
62598,negativo
62599,positivo
62600,positivo
62601,positivo
62602,positivo
62603,positivo
62604,negativo
62605,positivo
62606,positivo
62607,negativo
62608,negativo
62609,negativo
62610,negativo
62611,positivo
62612,positivo
62613,negativo
62614,negativo
62615,positivo
62616,negativo
62617,negativo
62618,positivo
62619,negativo
62620,positivo
62621,negativo
62622,positivo
62623,positivo
62624,negativo
62625,negativo
62626,positivo
62627,positivo
62628,negativo
62629,positivo
62630,negativo
62631,positivo
62632,positivo
62633,positivo
62634,negativo
62635,negativo
62636,positivo
62637,negativo
62638,positivo
62639,positivo
62640,positivo
62641,negativo
62642,positivo
62643,positivo
62644,positivo
62645,negativo
62646,positivo
62647,positivo
62648,negativo
62649,negativo
62650,negativo
62651,negativo
62652,negativo
62653,negativo
62654,negativo
62655,positivo
62656,negativo
62657,positivo
62658,negativo
62659,negativo
62660,negativo
62661,negativo
62662,positivo
62663,positivo
62664,positivo
62665,negativo
62666,positivo
62667,negativo
62668,negativo
62669,positivo
62670,negativo
62671,negativo
62672,positivo
62673,negativo
62674,positivo
62675,negativo
62676,negativo
62677,negativo
62678,positivo
62679,positivo
62680,negativo
62681,positivo
62682,positivo
62683,positivo
62684,negativo
62685,negativo
62686,negativo
62687,positivo
62688,negativo
62689,negativo
62690,positivo
62691,positivo
62692,negativo
62693,positivo
62694,positivo
62695,positivo
62696,negativo
62697,positivo
62698,negativo
62699,negativo
62700,positivo
62701,positivo
62702,negativo
62703,negativo
62704,negativo
62705,negativo
62706,positivo
62707,positivo
62708,positivo
62709,positivo
62710,positivo
62711,negativo
62712,negativo
62713,positivo
62714,negativo
62715,positivo
62716,positivo
62717,positivo
62718,positivo
62719,negativo
62720,negativo
62721,positivo
62722,positivo
62723,negativo
62724,positivo
62725,negativo
62726,negativo
62727,positivo
62728,negativo
62729,negativo
62730,negativo
62731,positivo
62732,negativo
62733,negativo
62734,negativo
62735,positivo
62736,positivo
62737,negativo
62738,negativo
62739,positivo
62740,negativo
62741,negativo
62742,negativo
62743,positivo
62744,negativo
62745,negativo
62746,positivo
62747,positivo
62748,negativo
62749,positivo
62750,negativo
62751,negativo
62752,negativo
62753,negativo
62754,negativo
62755,positivo
62756,negativo
62757,negativo
62758,negativo
62759,positivo
62760,negativo
62761,positivo
62762,negativo
62763,negativo
62764,negativo
62765,positivo
62766,positivo
62767,positivo
62768,negativo
62769,positivo
62770,negativo
62771,negativo
62772,positivo
62773,positivo
62774,positivo
62775,positivo
62776,positivo
62777,positivo
62778,negativo
62779,negativo
62780,negativo
62781,negativo
62782,negativo
62783,negativo
62784,negativo
62785,positivo
62786,positivo
62787,negativo
62788,positivo
62789,negativo
62790,positivo
62791,negativo
62792,positivo
62793,positivo
62794,negativo
62795,negativo
62796,negativo
62797,positivo
62798,negativo
62799,negativo
62800,negativo
62801,negativo
62802,positivo
62803,positivo
62804,positivo
62805,positivo
62806,negativo
62807,negativo
62808,negativo
62809,negativo
62810,positivo
62811,positivo
62812,negativo
62813,negativo
62814,negativo
62815,negativo
62816,negativo
62817,positivo
62818,negativo
62819,positivo
62820,positivo
62821,negativo
62822,negativo
62823,positivo
62824,negativo
62825,negativo
62826,positivo
62827,negativo
62828,positivo
62829,negativo
62830,negativo
62831,positivo
62832,negativo
62833,negativo
62834,positivo
62835,positivo
62836,positivo
62837,positivo
62838,negativo
62839,positivo
62840,positivo
62841,negativo
62842,negativo
62843,positivo
62844,positivo
62845,negativo
62846,negativo
62847,positivo
62848,positivo
62849,positivo
62850,negativo
62851,negativo
62852,positivo
62853,positivo
62854,positivo
62855,positivo
62856,negativo
62857,positivo
62858,negativo
62859,negativo
62860,positivo
62861,positivo
62862,negativo
62863,negativo
62864,positivo
62865,positivo
62866,positivo
62867,positivo
62868,positivo
62869,negativo
62870,positivo
62871,negativo
62872,positivo
62873,positivo
62874,negativo
62875,negativo
62876,negativo
62877,negativo
62878,negativo
62879,positivo
62880,negativo
62881,negativo
62882,positivo
62883,positivo
62884,positivo
62885,positivo
62886,negativo
62887,positivo
62888,negativo
62889,positivo
62890,positivo
62891,positivo
62892,positivo
62893,positivo
62894,positivo
62895,positivo
62896,positivo
62897,positivo
62898,positivo
62899,negativo
62900,positivo
62901,positivo
62902,positivo
62903,positivo
62904,positivo
62905,positivo
62906,positivo
62907,positivo
62908,positivo
62909,positivo
62910,negativo
62911,positivo
62912,positivo
62913,negativo
62914,negativo
62915,negativo
62916,positivo
62917,positivo
62918,positivo
62919,negativo
62920,negativo
62921,positivo
62922,positivo
62923,negativo
62924,positivo
62925,positivo
62926,negativo
62927,negativo
62928,positivo
62929,positivo
62930,positivo
62931,positivo
62932,positivo
62933,positivo
62934,positivo
62935,negativo
62936,negativo
62937,negativo
62938,positivo
62939,negativo
62940,negativo
62941,negativo
62942,negativo
62943,negativo
62944,positivo
62945,negativo
62946,negativo
62947,negativo
62948,negativo
62949,negativo
62950,negativo
62951,negativo
62952,positivo
62953,negativo
62954,positivo
62955,positivo
62956,negativo
62957,negativo
62958,negativo
62959,positivo
62960,negativo
62961,positivo
62962,negativo
62963,positivo
62964,positivo
62965,negativo
62966,negativo
62967,negativo
62968,positivo
62969,negativo
62970,positivo
62971,positivo
62972,negativo
62973,negativo
62974,negativo
62975,negativo
62976,negativo
62977,positivo
62978,negativo
62979,positivo
62980,positivo
62981,positivo
62982,negativo
62983,positivo
62984,positivo
62985,positivo
62986,negativo
62987,positivo
62988,negativo
62989,positivo
62990,negativo
62991,negativo
62992,negativo
62993,positivo
62994,positivo
62995,positivo
62996,positivo
62997,negativo
62998,negativo
62999,negativo
63000,positivo
63001,positivo
63002,positivo
63003,positivo
63004,negativo
63005,positivo
63006,positivo
63007,positivo
63008,negativo
63009,positivo
63010,positivo
63011,negativo
63012,negativo
63013,positivo
63014,negativo
63015,positivo
63016,negativo
63017,positivo
63018,negativo
63019,negativo
63020,negativo
63021,negativo
63022,negativo
63023,positivo
63024,negativo
63025,positivo
63026,negativo
63027,positivo
63028,positivo
63029,negativo
63030,negativo
63031,positivo
63032,positivo
63033,negativo
63034,positivo
63035,negativo
63036,negativo
63037,positivo
63038,positivo
63039,positivo
63040,negativo
63041,negativo
63042,negativo
63043,negativo
63044,positivo
63045,positivo
63046,positivo
63047,positivo
63048,positivo
63049,positivo
63050,negativo
63051,positivo
63052,positivo
63053,negativo
63054,positivo
63055,positivo
63056,negativo
63057,positivo
63058,negativo
63059,positivo
63060,negativo
63061,positivo
63062,positivo
63063,negativo
63064,positivo
63065,negativo
63066,negativo
63067,positivo
63068,negativo
63069,negativo
63070,positivo
63071,negativo
63072,negativo
63073,negativo
63074,positivo
63075,negativo
63076,negativo
63077,positivo
63078,negativo
63079,positivo
63080,negativo
63081,negativo
63082,positivo
63083,negativo
63084,negativo
63085,negativo
63086,negativo
63087,negativo
63088,negativo
63089,positivo
63090,positivo
63091,negativo
63092,positivo
63093,negativo
63094,negativo
63095,positivo
63096,positivo
63097,positivo
63098,negativo
63099,negativo
63100,negativo
63101,negativo
63102,negativo
63103,negativo
63104,positivo
63105,negativo
63106,positivo
63107,negativo
63108,negativo
63109,positivo
63110,negativo
63111,positivo
63112,negativo
63113,positivo
63114,positivo
63115,negativo
63116,negativo
63117,positivo
63118,negativo
63119,negativo
63120,positivo
63121,negativo
63122,negativo
63123,positivo
63124,positivo
63125,negativo
63126,negativo
63127,positivo
63128,negativo
63129,negativo
63130,negativo
63131,negativo
63132,negativo
63133,positivo
63134,negativo
63135,negativo
63136,negativo
63137,positivo
63138,positivo
63139,negativo
63140,negativo
63141,negativo
63142,positivo
63143,positivo
63144,negativo
63145,positivo
63146,positivo
63147,negativo
63148,positivo
63149,negativo
63150,positivo
63151,negativo
63152,positivo
63153,negativo
63154,negativo
63155,negativo
63156,positivo
63157,positivo
63158,negativo
63159,positivo
63160,negativo
63161,positivo
63162,negativo
63163,negativo
63164,negativo
63165,positivo
63166,negativo
63167,negativo
63168,positivo
63169,positivo
63170,positivo
63171,negativo
63172,positivo
63173,negativo
63174,negativo
63175,positivo
63176,positivo
63177,positivo
63178,positivo
63179,negativo
63180,negativo
63181,positivo
63182,negativo
63183,negativo
63184,positivo
63185,positivo
63186,negativo
63187,positivo
63188,positivo
63189,negativo
63190,positivo
63191,negativo
63192,positivo
63193,positivo
63194,negativo
63195,positivo
63196,negativo
63197,positivo
63198,negativo
63199,negativo
63200,positivo
63201,negativo
63202,negativo
63203,positivo
63204,negativo
63205,negativo
63206,negativo
63207,positivo
63208,negativo
63209,negativo
63210,negativo
63211,positivo
63212,negativo
63213,negativo
63214,positivo
63215,negativo
63216,negativo
63217,positivo
63218,negativo
63219,negativo
63220,positivo
63221,positivo
63222,positivo
63223,negativo
63224,negativo
63225,negativo
63226,positivo
63227,positivo
63228,negativo
63229,negativo
63230,positivo
63231,positivo
63232,negativo
63233,negativo
63234,negativo
63235,positivo
63236,positivo
63237,positivo
63238,positivo
63239,negativo
63240,negativo
63241,positivo
63242,negativo
63243,negativo
63244,positivo
63245,negativo
63246,positivo
63247,positivo
63248,negativo
63249,negativo
63250,negativo
63251,positivo
63252,positivo
63253,positivo
63254,negativo
63255,negativo
63256,negativo
63257,positivo
63258,negativo
63259,negativo
63260,positivo
63261,positivo
63262,positivo
63263,positivo
63264,negativo
63265,positivo
63266,positivo
63267,negativo
63268,negativo
63269,positivo
63270,positivo
63271,positivo
63272,positivo
63273,positivo
63274,positivo
63275,negativo
63276,positivo
63277,positivo
63278,negativo
63279,negativo
63280,negativo
63281,positivo
63282,negativo
63283,positivo
63284,negativo
63285,positivo
63286,negativo
63287,negativo
63288,positivo
63289,positivo
63290,negativo
63291,negativo
63292,positivo
63293,positivo
63294,positivo
63295,positivo
63296,positivo
63297,negativo
63298,positivo
63299,positivo
63300,positivo
63301,positivo
63302,negativo
63303,positivo
63304,negativo
63305,negativo
63306,negativo
63307,positivo
63308,positivo
63309,negativo
63310,positivo
63311,positivo
63312,negativo
63313,negativo
63314,negativo
63315,positivo
63316,negativo
63317,positivo
63318,positivo
63319,negativo
63320,positivo
63321,negativo
63322,positivo
63323,negativo
63324,negativo
63325,positivo
63326,negativo
63327,positivo
63328,negativo
63329,negativo
63330,positivo
63331,negativo
63332,negativo
63333,negativo
63334,negativo
63335,negativo
63336,negativo
63337,positivo
63338,positivo
63339,positivo
63340,negativo
63341,negativo
63342,positivo
63343,positivo
63344,positivo
63345,negativo
63346,positivo
63347,negativo
63348,negativo
63349,positivo
63350,negativo
63351,negativo
63352,negativo
63353,negativo
63354,negativo
63355,positivo
63356,negativo
63357,positivo
63358,positivo
63359,positivo
63360,positivo
63361,positivo
63362,positivo
63363,negativo
63364,positivo
63365,negativo
63366,positivo
63367,positivo
63368,positivo
63369,negativo
63370,negativo
63371,positivo
63372,positivo
63373,positivo
63374,positivo
63375,positivo
63376,negativo
63377,negativo
63378,positivo
63379,negativo
63380,negativo
63381,negativo
63382,negativo
63383,negativo
63384,positivo
63385,positivo
63386,negativo
63387,positivo
63388,negativo
63389,negativo
63390,positivo
63391,positivo
63392,negativo
63393,positivo
63394,negativo
63395,negativo
63396,positivo
63397,positivo
63398,positivo
63399,positivo
63400,negativo
63401,negativo
63402,positivo
63403,positivo
63404,positivo
63405,positivo
63406,negativo
63407,negativo
63408,positivo
63409,negativo
63410,negativo
63411,negativo
63412,negativo
63413,negativo
63414,negativo
63415,negativo
63416,negativo
63417,positivo
63418,negativo
63419,negativo
63420,negativo
63421,negativo
63422,negativo
63423,positivo
63424,negativo
63425,negativo
63426,negativo
63427,positivo
63428,negativo
63429,positivo
63430,positivo
63431,negativo
63432,positivo
63433,positivo
63434,negativo
63435,negativo
63436,negativo
63437,positivo
63438,positivo
63439,negativo
63440,negativo
63441,positivo
63442,positivo
63443,positivo
63444,positivo
63445,positivo
63446,negativo
63447,positivo
63448,negativo
63449,positivo
63450,positivo
63451,negativo
63452,negativo
63453,negativo
63454,positivo
63455,negativo
63456,positivo
63457,positivo
63458,negativo
63459,positivo
63460,positivo
63461,negativo
63462,positivo
63463,positivo
63464,positivo
63465,negativo
63466,positivo
63467,negativo
63468,positivo
63469,negativo
63470,negativo
63471,negativo
63472,positivo
63473,negativo
63474,negativo
63475,positivo
63476,positivo
63477,positivo
63478,negativo
63479,negativo
63480,negativo
63481,positivo
63482,positivo
63483,positivo
63484,negativo
63485,positivo
63486,negativo
63487,negativo
63488,negativo
63489,positivo
63490,negativo
63491,positivo
63492,positivo
63493,positivo
63494,positivo
63495,negativo
63496,positivo
63497,positivo
63498,negativo
63499,negativo
63500,negativo
63501,negativo
63502,negativo
63503,positivo
63504,negativo
63505,negativo
63506,positivo
63507,negativo
63508,negativo
63509,positivo
63510,positivo
63511,negativo
63512,negativo
63513,negativo
63514,negativo
63515,negativo
63516,negativo
63517,positivo
63518,negativo
63519,positivo
63520,positivo
63521,positivo
63522,positivo
63523,positivo
63524,positivo
63525,negativo
63526,positivo
63527,negativo
63528,negativo
63529,positivo
63530,negativo
63531,positivo
63532,negativo
63533,positivo
63534,negativo
63535,positivo
63536,negativo
63537,positivo
63538,negativo
63539,positivo
63540,negativo
63541,positivo
63542,positivo
63543,positivo
63544,positivo
63545,negativo
63546,positivo
63547,positivo
63548,negativo
63549,positivo
63550,negativo
63551,positivo
63552,negativo
63553,negativo
63554,negativo
63555,positivo
63556,positivo
63557,positivo
63558,positivo
63559,positivo
63560,positivo
63561,negativo
63562,negativo
63563,positivo
63564,negativo
63565,positivo
63566,negativo
63567,negativo
63568,positivo
63569,positivo
63570,positivo
63571,positivo
63572,positivo
63573,positivo
63574,negativo
63575,negativo
63576,positivo
63577,positivo
63578,positivo
63579,positivo
63580,positivo
63581,positivo
63582,negativo
63583,negativo
63584,negativo
63585,positivo
63586,positivo
63587,positivo
63588,negativo
63589,negativo
63590,positivo
63591,negativo
63592,negativo
63593,negativo
63594,positivo
63595,positivo
63596,negativo
63597,positivo
63598,negativo
63599,positivo
63600,negativo
63601,negativo
63602,positivo
63603,positivo
63604,negativo
63605,positivo
63606,positivo
63607,positivo
63608,positivo
63609,positivo
63610,positivo
63611,negativo
63612,positivo
63613,positivo
63614,negativo
63615,positivo
63616,positivo
63617,positivo
63618,negativo
63619,positivo
63620,negativo
63621,negativo
63622,positivo
63623,positivo
63624,positivo
63625,negativo
63626,positivo
63627,positivo
63628,negativo
63629,negativo
63630,negativo
63631,positivo
63632,negativo
63633,positivo
63634,negativo
63635,negativo
63636,positivo
63637,positivo
63638,negativo
63639,positivo
63640,positivo
63641,negativo
63642,positivo
63643,negativo
63644,negativo
63645,positivo
63646,positivo
63647,negativo
63648,negativo
63649,negativo
63650,negativo
63651,negativo
63652,negativo
63653,negativo
63654,positivo
63655,negativo
63656,positivo
63657,negativo
63658,negativo
63659,negativo
63660,positivo
63661,negativo
63662,negativo
63663,negativo
63664,negativo
63665,negativo
63666,positivo
63667,positivo
63668,negativo
63669,negativo
63670,positivo
63671,positivo
63672,negativo
63673,positivo
63674,positivo
63675,negativo
63676,positivo
63677,positivo
63678,negativo
63679,positivo
63680,positivo
63681,negativo
63682,positivo
63683,positivo
63684,positivo
63685,positivo
63686,positivo
63687,positivo
63688,negativo
63689,negativo
63690,positivo
63691,negativo
63692,negativo
63693,negativo
63694,positivo
63695,negativo
63696,negativo
63697,negativo
63698,negativo
63699,negativo
63700,negativo
63701,positivo
63702,negativo
63703,negativo
63704,negativo
63705,negativo
63706,positivo
63707,positivo
63708,negativo
63709,negativo
63710,negativo
63711,positivo
63712,positivo
63713,positivo
63714,negativo
63715,negativo
63716,positivo
63717,positivo
63718,negativo
63719,negativo
63720,positivo
63721,negativo
63722,positivo
63723,positivo
63724,positivo
63725,negativo
63726,negativo
63727,negativo
63728,positivo
63729,negativo
63730,negativo
63731,negativo
63732,negativo
63733,negativo
63734,negativo
63735,negativo
63736,negativo
63737,positivo
63738,positivo
63739,positivo
63740,positivo
63741,positivo
63742,positivo
63743,negativo
63744,negativo
63745,negativo
63746,negativo
63747,negativo
63748,negativo
63749,positivo
63750,negativo
63751,positivo
63752,positivo
63753,positivo
63754,positivo
63755,positivo
63756,positivo
63757,negativo
63758,positivo
63759,positivo
63760,positivo
63761,positivo
63762,negativo
63763,positivo
63764,positivo
63765,negativo
63766,negativo
63767,negativo
63768,positivo
63769,positivo
63770,negativo
63771,negativo
63772,negativo
63773,positivo
63774,positivo
63775,negativo
63776,negativo
63777,negativo
63778,positivo
63779,negativo
63780,negativo
63781,positivo
63782,negativo
63783,positivo
63784,positivo
63785,positivo
63786,positivo
63787,positivo
63788,negativo
63789,negativo
63790,positivo
63791,positivo
63792,positivo
63793,positivo
63794,positivo
63795,negativo
63796,positivo
63797,positivo
63798,positivo
63799,positivo
63800,negativo
63801,positivo
63802,positivo
63803,negativo
63804,negativo
63805,negativo
63806,positivo
63807,negativo
63808,negativo
63809,negativo
63810,negativo
63811,positivo
63812,positivo
63813,positivo
63814,negativo
63815,positivo
63816,positivo
63817,positivo
63818,positivo
63819,positivo
63820,positivo
63821,negativo
63822,negativo
63823,positivo
63824,negativo
63825,positivo
63826,positivo
63827,negativo
63828,positivo
63829,negativo
63830,negativo
63831,positivo
63832,positivo
63833,negativo
63834,positivo
63835,positivo
63836,positivo
63837,negativo
63838,positivo
63839,positivo
63840,positivo
63841,negativo
63842,positivo
63843,negativo
63844,positivo
63845,negativo
63846,negativo
63847,positivo
63848,positivo
63849,positivo
63850,negativo
63851,negativo
63852,positivo
63853,negativo
63854,negativo
63855,negativo
63856,positivo
63857,negativo
63858,positivo
63859,negativo
63860,negativo
63861,negativo
63862,negativo
63863,positivo
63864,negativo
63865,positivo
63866,negativo
63867,negativo
63868,negativo
63869,negativo
63870,positivo
63871,positivo
63872,negativo
63873,positivo
63874,positivo
63875,negativo
63876,positivo
63877,positivo
63878,negativo
63879,negativo
63880,negativo
63881,negativo
63882,negativo
63883,positivo
63884,negativo
63885,negativo
63886,negativo
63887,positivo
63888,negativo
63889,positivo
63890,positivo
63891,positivo
63892,negativo
63893,positivo
63894,negativo
63895,negativo
63896,negativo
63897,negativo
63898,negativo
63899,positivo
63900,negativo
63901,positivo
63902,negativo
63903,negativo
63904,positivo
63905,negativo
63906,positivo
63907,positivo
63908,positivo
63909,negativo
63910,positivo
63911,positivo
63912,positivo
63913,negativo
63914,negativo
63915,negativo
63916,positivo
63917,positivo
63918,negativo
63919,negativo
63920,negativo
63921,positivo
63922,negativo
63923,positivo
63924,negativo
63925,negativo
63926,positivo
63927,positivo
63928,positivo
63929,positivo
63930,negativo
63931,positivo
63932,positivo
63933,positivo
63934,negativo
63935,positivo
63936,negativo
63937,positivo
63938,negativo
63939,positivo
63940,positivo
63941,negativo
63942,negativo
63943,positivo
63944,negativo
63945,negativo
63946,positivo
63947,positivo
63948,positivo
63949,negativo
63950,negativo
63951,positivo
63952,negativo
63953,positivo
63954,positivo
63955,negativo
63956,positivo
63957,positivo
63958,negativo
63959,positivo
63960,negativo
63961,positivo
63962,negativo
63963,positivo
63964,positivo
63965,negativo
63966,positivo
63967,negativo
63968,positivo
63969,negativo
63970,negativo
63971,positivo
63972,negativo
63973,positivo
63974,positivo
63975,positivo
63976,negativo
63977,negativo
63978,positivo
63979,positivo
63980,positivo
63981,negativo
63982,positivo
63983,negativo
63984,negativo
63985,positivo
63986,positivo
63987,positivo
63988,positivo
63989,negativo
63990,negativo
63991,positivo
63992,positivo
63993,positivo
63994,negativo
